cycle,specific_capacity_mAh_g,cell_voltage_V
1,0.0,3.52
1,0.7123287671232876,3.4945657986188396
1,1.4246575342465753,3.4724815362386057
1,2.1369863013698627,3.4533023987564895
1,2.8493150684931505,3.436642635708154
1,3.5616438356164384,3.4221677176355723
1,4.273972602739725,3.409587534821105
1,4.986301369863013,3.398650499112351
1,5.698630136986301,3.389138428922896
1,6.410958904109589,3.3808621134167134
1,7.123287671232877,3.373657465692347
1,7.835616438356164,3.3673821867578604
1,8.54794520547945,3.3619128724723613
1,9.26027397260274,3.357142504635777
1,9.972602739726026,3.352978275218617
1,10.684931506849315,3.3493396994964915
1,11.397260273972602,3.3461569797278052
1,12.109589041095889,3.3433695861068267
1,12.821917808219178,3.340925026141704
1,13.534246575342465,3.338777777437849
1,14.246575342465754,3.33688836218928
1,14.95890410958904,3.3352225445615353
1,15.671232876712327,3.3337506346483012
1,16.383561643835616,3.3324468848505813
1,17.0958904109589,3.331288966406302
1,17.80821917808219,3.3302575154277556
1,18.52054794520548,3.3293357392174365
1,19.232876712328768,3.3285090748583435
1,19.945205479452053,3.327764893137599
1,20.65753424657534,3.3270922417839044
1,21.36986301369863,3.326481622798628
1,22.082191780821915,3.3259247993534893
1,22.794520547945204,3.325414628328893
1,23.506849315068493,3.3249449150882846
1,24.219178082191778,3.324510287535969
1,24.931506849315067,3.324106086897875
1,25.643835616438356,3.32372827300475
1,26.35616438356164,3.323373342152111
1,27.06849315068493,3.323038255866985
1,27.78082191780822,3.3227203791331825
1,28.493150684931507,3.3224174268192055
1,29.205479452054792,3.322127417219592
1,29.91780821917808,3.321848631765174
1,30.63013698630137,3.32157958008312
1,31.342465753424655,3.321318969696397
1,32.054794520547944,3.321065679746622
1,32.76712328767123,3.320818738206066
1,33.47945205479452,3.3205773021155127
1,34.1917808219178,3.3203406404461853
1,34.90410958904109,3.3201081192373145
1,35.61643835616438,3.3198791887071826
1,36.32876712328767,3.319653372075597
1,37.04109589041096,3.3194302558705453
1,37.75342465753425,3.3192094815219617
1,38.465753424657535,3.318990738071693
1,39.17808219178082,3.3187737558514576
1,39.890410958904106,3.318558301000259
1,40.602739726027394,3.318344170709793
1,41.31506849315068,3.318131189101186
1,42.02739726027397,3.3179192036492164
1,42.73972602739726,3.317708082081354
1,43.45205479452054,3.317497709688538
1,44.16438356164383,3.31728798699304
1,44.87671232876712,3.3170788277259877
1,45.58904109589041,3.3168701570734402
1,46.3013698630137,3.3166619101553394
1,47.013698630136986,3.3164540307064323
1,47.726027397260275,3.3162464699323255
1,48.438356164383556,3.316039185517435
1,49.150684931506845,3.315832140764638
1,49.863013698630134,3.3156253038491554
1,50.57534246575342,3.3154186471714797
1,51.28767123287671,3.3152121467961937
1,52.0,3.3150057819652776
1,52.71232876712328,3.3147995346759935
1,53.42465753424657,3.3145933893147728
1,54.13698630136986,3.3143873323396558
1,54.84931506849315,3.314181352004823
1,55.56164383561644,3.3139754381216178
1,56.273972602739725,3.313769581851185
1,56.986301369863014,3.3135637755245226
1,57.698630136986296,3.31335801248626
1,58.410958904109584,3.3131522869589967
1,59.12328767123287,3.3129465939254246
1,59.83561643835616,3.312740929025833
1,60.54794520547945,3.312535288468892
1,61.26027397260274,3.3123296689539057
1,61.97260273972602,3.3121240676029218
1,62.68493150684931,3.3119184819013157
1,63.3972602739726,3.3117129096456126
1,64.10958904109589,3.3115073488974867
1,64.82191780821917,3.311301797942956
1,65.53424657534246,3.3110962552559484
1,66.24657534246575,3.3108907194654558
1,66.95890410958904,3.3106851893255915
1,67.67123287671232,3.310479663687917
1,68.3835616438356,3.310274141475442
1,69.0958904109589,3.310068621657749
1,69.80821917808218,3.3098631032266983
1,70.52054794520548,3.309657585172205
1,71.23287671232876,3.3094520664575535
1,71.94520547945206,3.309246545993729
1,72.65753424657534,3.3090410226122255
1,73.36986301369862,3.3088354950357597
1,74.08219178082192,3.3086299618462713
1,74.7945205479452,3.3084244214495806
1,75.5068493150685,3.308218872035976
1,76.21917808219177,3.3080133115359667
1,76.93150684931507,3.3078077375703367
1,77.64383561643835,3.307602147393562
1,78.35616438356163,3.3073965378295327
1,79.06849315068493,3.3071909051983996
1,79.78082191780821,3.3069852452332547
1,80.4931506849315,3.306779552985158
1,81.20547945205479,3.306573822714886
1,81.91780821917808,3.3063680477695656
1,82.63013698630137,3.3061622204421357
1,83.34246575342465,3.3059563318113514
1,84.05479452054794,3.3057503715597556
1,84.76712328767123,3.3055443277667456
1,85.47945205479452,3.305338186673543
1,86.1917808219178,3.305131932416475
1,86.90410958904108,3.3049255467245757
1,87.61643835616438,3.3047190085770723
1,88.32876712328766,3.304512293815776
1,89.04109589041096,3.304305374706885
1,89.75342465753424,3.304098219446043
1,90.46575342465754,3.3038907915998563
1,91.17808219178082,3.3036830494762834
1,91.8904109589041,3.303474945415515
1,92.6027397260274,3.3032664249920196
1,93.31506849315068,3.303057426117466
1,94.02739726027397,3.302847878033086
1,94.73972602739725,3.3026377001788867
1,95.45205479452055,3.3024268009257343
1,96.16438356164383,3.3022150761549374
1,96.87671232876711,3.302002407668321
1,97.58904109589041,3.3017886614100616
1,98.30136986301369,3.3015736854796325
1,99.01369863013699,3.3013573079131375
1,99.72602739726027,3.3011393342080217
1,100.43835616438355,3.300919544563653
1,101.15068493150685,3.300697690807582
1,101.86301369863013,3.300473492974283
1,102.57534246575342,3.300246635500001
1,103.2876712328767,3.3000167629937733
1,104.0,3.2997834755408944
1,104.71232876712328,3.299546323490927
1,105.42465753424656,3.2993048016778297
1,106.13698630136986,3.2990583430148672
1,106.84931506849314,3.2988063114016244
1,107.56164383561644,3.298547993874657
1,108.27397260273972,3.298282591927018
1,108.98630136986301,3.298009211915103
1,109.6986301369863,3.297726854463859
1,110.41095890410958,3.297434402773406
1,111.12328767123287,3.2971306097214974
1,111.83561643835615,3.2968140836468263
1,112.54794520547945,3.2964832726881332
1,113.26027397260273,3.296136447543061
1,113.97260273972603,3.2957716824989443
1,114.68493150684931,3.2953868345749173
1,115.39726027397259,3.294979520600988
1,116.10958904109589,3.2945470920448536
1,116.82191780821917,3.2940866073812254
