time_h,electrolyte_A_mV,electrolyte_B_mV
0.0,32.0,44.0
0.03333333333333333,30.016285840683192,41.33744974569996
0.06666666666666667,28.595053166561478,39.32195429477842
0.1,27.576856088200095,37.79658029357786
0.13333333333333333,26.847446633476753,36.64245619922029
0.16666666666666666,26.32496255319627,35.769540963216926
0.2,25.950746982656288,35.109631631213176
0.23333333333333334,25.6827704417175,34.611066843631825
0.26666666666666666,25.490917491892944,34.23471492210752
0.3,25.353609478575045,33.95093498486289
0.3333333333333333,25.255384620097434,33.737275097576614
0.36666666666666664,25.185164065778885,33.57672870293525
0.4,25.13500947222114,33.45641392681978
0.43333333333333335,25.099232767825253,33.36657319879663
0.4666666666666667,25.0737582711938,33.29981549952452
0.5,25.0556656289936,33.2505423895891
0.5333333333333333,25.042862316623484,33.21451324636057
0.5666666666666667,25.03384897468859,33.18851594607415
0.6,25.027551265236667,33.17011741698994
0.6333333333333333,25.023199391486806,33.15747469211007
0.6666666666666666,25.02024176994271,33.14919178820087
0.7,25.01828317375888,33.144211296643
0.7333333333333333,25.01704041052574,33.14173226728086
0.7666666666666666,25.0163105640149,33.141148008301975
0.8,25.015948238395318,33.141998971814736
0.8333333333333334,25.015849253001605,33.14393706631641
0.8666666666666667,25.01593895912506,33.14669862463218
0.9,25.016163868628606,33.15008392807162
0.9333333333333333,25.016485655587285,33.15394169669126
0.9666666666666667,25.016876858275854,33.15815734120928
1.0,25.017317799508337,33.16264406424061
1.0333333333333332,25.017794379964876,33.16733611979284
1.0666666666666667,25.018296497041334,33.172183707569374
1.1,25.01881691190553,33.17714910558215
1.1333333333333333,25.01935043770756,33.18220374074066
1.1666666666666667,25.019893357907055,33.18732596992521
1.2,25.02044300948647,33.19249939922739
1.2333333333333334,25.020997484310374,33.197711610833224
1.2666666666666666,25.02155541513997,33.20295319868169
1.3,25.022115822305846,33.20821703800955
1.3333333333333333,25.022678003844213,33.21349773205711
1.3666666666666667,25.02324145677602,33.218791192967075
1.4,25.023805820701035,33.224094324330125
1.4333333333333333,25.024370837381205,33.22940478072417
1.4666666666666666,25.02493632178089,33.23472078557374
1.5,25.025502141316245,33.2400409931849
1.5333333333333332,25.0260682009868,33.24536438424139
1.5666666666666667,25.02663443272175,33.25069018664673
1.6,25.027200787746224,33.25601781556472
1.6333333333333333,25.0277672311115,33.261346828002345
1.6666666666666667,25.02833373777573,33.266676888407865
1.7,25.02890028979564,33.27200774261251
1.7333333333333334,25.029466874314316,33.27733919809231
1.7666666666666666,25.030033482119375,33.28267110901707
1.8,25.030600106609857,33.28800336492552
1.8333333333333333,25.03116674305597,33.29333588214708
1.8666666666666667,25.03173338806866,33.2986685973042
1.9,25.032300039219574,33.30400146239061
1.9333333333333333,25.03286669476872,33.30933444104322
1.9666666666666666,25.033433353469334,33.314667505718276
2.0,-32.034,-44.32
2.033333333333333,-30.050285840683195,-41.65744974569997
2.0666666666666664,-28.629053166561487,-39.64195429477844
2.1,-27.610856088200094,-38.116580293577854
2.1333333333333333,-26.881446633476756,-36.96245619922029
2.1666666666666665,-26.358962553196267,-36.089540963216926
2.2,-25.98474698265629,-35.42963163121318
2.2333333333333334,-25.7167704417175,-34.931066843631825
2.2666666666666666,-25.524917491892946,-34.55471492210752
2.3,-25.38760947857505,-34.27093498486289
2.3333333333333335,-25.289384620097433,-34.057275097576614
2.3666666666666667,-25.219164065778884,-33.89672870293525
2.4,-25.16900947222114,-33.77641392681978
2.433333333333333,-25.133232767825252,-33.68657319879663
2.466666666666667,-25.1077582711938,-33.61981549952452
2.5,-25.0896656289936,-33.5705423895891
2.533333333333333,-25.076862316623487,-33.53451324636057
2.5666666666666664,-25.067848974688587,-33.50851594607415
2.6,-25.061551265236666,-33.49011741698994
2.6333333333333333,-25.057199391486808,-33.47747469211007
2.6666666666666665,-25.05424176994271,-33.469191788200874
2.7,-25.05228317375888,-33.464211296643
2.7333333333333334,-25.05104041052574,-33.46173226728086
2.7666666666666666,-25.050310564014904,-33.461148008301976
2.8,-25.049948238395316,-33.46199897181474
2.8333333333333335,-25.049849253001604,-33.46393706631641
2.8666666666666667,-25.04993895912506,-33.46669862463218
2.9,-25.050163868628605,-33.470083928071624
2.933333333333333,-25.050485655587284,-33.47394169669126
2.966666666666667,-25.050876858275856,-33.47815734120928
3.0,-25.051317799508336,-33.48264406424061
3.033333333333333,-25.051794379964875,-33.48733611979284
3.0666666666666664,-25.052296497041333,-33.492183707569374
3.1,-25.052816911905534,-33.49714910558215
3.1333333333333333,-25.053350437707557,-33.50220374074066
3.1666666666666665,-25.053893357907054,-33.50732596992521
3.2,-25.054443009486473,-33.51249939922739
3.2333333333333334,-25.054997484310373,-33.517711610833224
3.2666666666666666,-25.05555541513997,-33.52295319868169
3.3,-25.05611582230585,-33.52821703800955
3.3333333333333335,-25.056678003844215,-33.53349773205711
3.3666666666666667,-25.05724145677602,-33.538791192967075
3.4,-25.057805820701034,-33.544094324330125
3.433333333333333,-25.058370837381208,-33.54940478072417
3.466666666666667,-25.058936321780887,-33.55472078557374
3.5,-25.059502141316244,-33.5600409931849
3.533333333333333,-25.0600682009868,-33.56536438424139
3.5666666666666664,-25.06063443272175,-33.57069018664673
3.6,-25.061200787746223,-33.57601781556472
3.6333333333333333,-25.0617672311115,-33.581346828002346
3.6666666666666665,-25.06233373777573,-33.586676888407865
3.6999999999999997,-25.06290028979564,-33.59200774261251
