r_angstrom,pair_A_g_r,pair_B_g_r
1.0,0.4500850671368252,0.36004436477257823
1.0197889182058049,0.45012371181804717,0.36006080130050255
1.0395778364116095,0.45017869317096726,0.3600829422336093
1.0593667546174141,0.45025636109292155,0.3601126224953831
1.079155672823219,0.45036529494757643,0.3601522157986149
1.0989445910290239,0.45051699055468,0.36020477565502623
1.1187335092348285,0.4507267230644087,0.3602742079005114
1.1385224274406331,0.45101461825266503,0.3603654801953378
1.158311345646438,0.45140696660587587,0.36048487445953087
1.1781002638522429,0.4519378149410098,0.36064028862030034
1.1978891820580475,0.45265086860779136,0.36084159433187185
1.2176781002638521,0.4536017328403394,0.3611010574202413
1.237467018469657,0.45486051380371256,0.3614338276388794
1.2572559366754619,0.45651478754498354,0.36185850382088064
1.2770448548812665,0.4586729276882697,0.36239777959680625
1.2968337730870712,0.4614677597219843,0.36307917343033896
1.316622691292876,0.4650604807602514,0.36393584472105095
1.3364116094986809,0.46964474870951534,0.3650074950557162
1.3562005277044855,0.47545080428996067,0.36634135028895415
1.3759894459102902,0.4827494443828443,0.36799321495179493
1.395778364116095,0.4918556174117368,0.37002858550145573
1.4155672823218999,0.5031313633784416,0.37252380315166345
1.4353562005277045,0.5169877759925322,0.37556722051984276
1.4551451187335092,0.5338856260122817,0.37926034920871676
1.474934036939314,0.554334258012699,0.3837189478800701
1.4947229551451189,0.5788883622624222,0.3890740026194561
1.5145118733509235,0.6081422342580791,0.3954725437445801
1.5343007915567282,0.6427211714522963,0.4030782360587413
1.554089709762533,0.6832697237562699,0.41207167334057626
1.5738786279683379,0.730436614134358,0.42265030309356094
1.5936675461741425,0.7848562788432645,0.43502790479322495
1.6134564643799472,0.8471271420947769,0.44943354462383595
1.633245382585752,0.9177869329287718,0.46610993253595334
1.6530343007915569,0.9972855657266081,0.48531111388501663
1.6728232189973615,1.085956329970992,0.507299438352101
1.6926121372031662,1.1839863567414772,0.5323417636044531
1.712401055408971,1.2913875339970546,0.5607048703688946
1.732189973614776,1.4079692135171005,0.5926500892112786
1.7519788918205805,1.5333141727073512,0.6284271670544289
1.7717678100263852,1.6667593485486456,0.6682674327836375
1.79155672823219,1.8073828353603785,0.7123763553705091
1.811345646437995,1.9539985231380992,0.7609256237093666
1.8311345646437995,2.1051595444539006,0.8140449134667856
1.8509234828496042,2.2591713968430027,0.8718135411333202
1.870712401055409,2.414115222568968,0.9342522374058908
1.890501319261214,2.567881273908066,1.0013152991875172
1.9102902374670185,2.718212091362804,1.0728834000200969
1.9300791556728232,2.862754401731678,1.1487573509000493
1.949868073878628,2.9991182338588516,1.2286531055881142
1.969656992084433,3.124941285149821,1.3121982954321545
1.9894459102902375,3.237956184025136,1.3989305574945008
2.009234828496042,3.336058011801024,1.4882978860254947
2.029023746701847,3.4173692959426227,1.5796611912321263
2.048812664907652,3.4802996814982996,1.6722991916511958
2.0686015831134563,3.5235976357806584,1.7654156986811764
2.088390501319261,3.546391839772542,1.8581492760046214
2.108179419525066,3.5482203546889517,1.9495851753562576
2.127968337730871,3.5290462003199545,2.0387693664461053
2.1477572559366758,3.4892586117375397,2.1247243962639715
2.16754617414248,3.42965991521406,2.2064667350955904
2.187335092348285,3.3514386420502684,2.2830251970097044
2.20712401055409,3.2561301394613578,2.3534599647930365
2.2269129287598943,3.1455665024911603,2.416881706413835
2.246701846965699,3.021818107428988,2.4724702446347004
2.266490765171504,2.8871293505452122,2.5194922352160067
2.286279683377309,2.7438513707730245,2.557317323264069
2.3060686015831138,2.594374556194839,2.5854322817772304
2.325857519788918,2.4410635071045763,2.6034526904693074
2.345646437994723,2.2861968677692444,2.6111317847068807
2.365435356200528,2.1319140675309938,2.608366191220719
2.3852242744063323,1.9801705581976752,2.5951983657299817
2.405013192612137,1.8327026308766554,2.571815653753201
2.424802110817942,1.691002374584616,2.5385460052881546
2.444591029023747,1.55630283272672,2.495850482172888
2.464379947229552,1.429572949913034,2.444312799306789
2.484168865435356,1.3115215033496916,2.3846262333199855
2.503957783641161,1.2026088966248238,2.3175783110393473
2.523746701846966,1.1030654686361778,2.2440337521992366
2.5435356200527703,1.0129148393809169,2.1649161840952162
2.563324538258575,0.932000773791657,2.0811891690025335
2.58311345646438,0.8600160859189313,1.9938370878544938
2.602902374670185,0.7965322156720674,1.9038464065144036
2.62269129287599,0.7410282735657133,1.8121878154699402
2.642480211081794,0.6929185488057548,1.7197996821881154
2.662269129287599,0.6515776960252772,1.6275731905704527
2.682058047493404,0.6163630407129449,1.5363394672674275
2.7018469656992083,0.5866336596099686,1.44685891363357
2.721635883905013,0.5617660894882295,1.3598128784833352
2.741424802110818,0.5411666880976089,1.2757977240798641
2.761213720316623,0.5242808099779348,1.1953212592094256
2.781002638522428,0.5105990653190081,1.118801441597874
2.800791556728232,0.49966100255961876,1.0465671896175146
2.820580474934037,0.4910565972989148,0.9788610919206355
2.840369393139842,0.48442594510018994,0.9158437643948549
2.8601583113456464,0.4794575485183535,0.8575995771120821
2.879947229551451,0.47588556418816885,0.8041434595915816
2.899736147757256,0.47348633905982923,0.7554284900440194
2.919525065963061,0.4720745205067154,0.7113539821900837
2.939313984168866,0.4714989771295006,0.6717738002939828
2.95910290237467,0.4716387190029595,0.6365046575224121
2.978891820580475,0.4723989604522489,0.6053341828092326
2.99868073878628,0.47370742704399704,0.5780285752246969
3.0184696569920844,0.475510972480552,0.5543397006304763
3.038258575197889,0.47777254104144024,0.5340115215048804
3.058047493403694,0.48046848718857765,0.5167857858048424
3.077836411609499,0.4835862456400959,0.5024069333938391
3.097625329815304,0.4871223320696848,0.49062620797550927
3.1174142480211082,0.49108064590237693,0.48120498797148786
3.137203166226913,0.49547104168713774,0.47391737097318365
3.156992084432718,0.500308133466296,0.4685520631284845
3.1767810026385224,0.5056102967157583,0.46491363715647926
3.1965699208443272,0.5113988341622214,0.4628232308540541
3.216358839050132,0.5176972745550993,0.4621187623428591
3.236147757255937,0.524530776844366,0.4626547393762625
3.255936675461742,0.5319256158522652,0.4643017383151961
3.2757255936675462,0.5399087291777056,0.46694562444517645
3.295514511873351,0.5485073085651662,0.4704865796945647
3.315303430079156,0.5577484221965304,0.47483799704658114
3.3350923482849604,0.567658657265691,0.4799252934865972
3.3548812664907652,0.578263774750235,0.485684685602712
3.37467018469657,0.5895883705062739,0.49206196430434046
3.394459102902375,0.6016555387025423,0.4990112978128139
3.41424802110818,0.6144865352087313,0.5064940853131759
3.4340369393139842,0.6281004398952583,0.5144778775766511
3.453825857519789,0.6425138179220594,0.5229353755505308
3.473614775725594,0.6577403810249187,0.5318435133993503
3.4934036939313984,0.6737906505779414,0.5411826287610872
3.5131926121372032,0.6906716248440221,0.5509357200164928
3.532981530343008,0.7083864533409878,0.5610877880979297
3.552770448548813,0.7269341216644878,0.571625258710864
3.572559366754618,0.7463091504307172,0.5825354797230198
3.5923482849604222,0.7665013122405406,0.5938062878073816
3.612137203166227,0.7874953707266618,0.6054256381218194
3.631926121372032,0.8092708458303401,0.6173812907914846
3.6517150395778364,0.8318018094656388,0.6296605481590789
3.6715039577836412,0.8550567156681786,0.6422500371201738
3.691292875989446,0.878998269192524,0.6551355313128808
3.711081794195251,0.9035833363182253,0.6683018084395831
3.730870712401056,0.9287629013501113,0.6817325385282262
3.7506596306068603,0.954482071955275,0.6954101994650993
3.770448548812665,0.9806801360696621,0.7093160166305004
3.79023746701847,1.0072906726345732,0.7234299239296997
3.8100263852242744,1.0342417178921273,0.7377305439258575
3.8298153034300793,1.061455988384221,0.752195185144665
3.849604221635884,1.0888511611683498,0.7667998549313925
3.869393139841689,1.116340211093508,0.781519286500935
3.889182058047494,1.1438318042788225,0.796326979033251
3.9089709762532983,1.1712307462162506,0.8111952498342545
3.928759894459103,1.198438482186872,0.826095297710387
3.948548812664908,1.2253536469490225,0.8409972767986019
3.9683377308707124,1.2518726599371917,0.8558703801572944
3.9881266490765173,1.2778903615148915,0.8706829324625018
4.007915567282322,1.3033006851643543,0.8854024911719252
4.027704485488127,1.3279973598825165,0.8999959555210967
4.047493403693932,1.3518746364974024,0.9144296827049594
4.067282321899736,1.374828031132347,0.9286696105775537
4.087071240105541,1.396755078637165,0.9426813861752835
4.1068601583113455,1.4175560884840084,0.9564304993378401
4.12664907651715,1.4371348953987801,0.969882420667527
4.146437994722955,1.455399596872395,0.983002743034217
4.16622691292876,1.4722632696745104,0.9957573258011524
4.186015831134565,1.4876446575781783,1.0081124409175568
4.20580474934037,1.5014688226981976,1.0200349199986987
4.225593667546175,1.5136677531478773,1.0314923014935593
4.24538258575198,1.5241809201256804,1.04245297702538
4.265171503957784,1.5329557780502476,1.0528863359816873
4.284960422163588,1.539948201963192,1.0627629074283869
4.304749340369393,1.5451228571058069,1.072054498427546
4.324538258575198,1.5484534963387593,1.0807343278507129
4.344327176781003,1.5499231819020218,1.088777154799239
4.364116094986808,1.5495244288934547,1.0961594007700097
4.383905013192612,1.5472592687654414,1.1028592647392128
4.403693931398417,1.5431392320858852,1.1088568303780988
4.423482849604222,1.537185250768257,1.1141341646627925
4.443271767810026,1.5294274809306485,1.1186754071948506
4.463060686015831,1.5199050484813772,1.1224668496098849
4.482849604221636,1.5086657204343503,1.1254970045177948
4.502638522427441,1.49576550581751,1.1277566634893408
4.522427440633246,1.4812681908394483,1.1292389436793777
4.542216358839051,1.4652448137109804,1.1299393227563481
4.562005277044856,1.4477730851696715,1.129855661889935
4.5817941952506605,1.4289367613170358,1.1289882166333292
4.601583113456464,1.4088249758430718,1.1273396356226137
4.621372031662269,1.3875315390752567,1.1249149471025226
4.641160949868074,1.3651542115454076,1.1217215333745019
4.660949868073879,1.3417939599158195,1.1177690933488023
4.680738786279684,1.3175542031458518,1.1130695934664459
4.700527704485488,1.292540056713268,1.1076372073386307
4.720316622691293,1.2668575825346255,1.1014882445296674
4.740105540897098,1.2406130519610097,1.0946410689842248
4.759894459102902,1.2139122288659332,1.0871160076698032
4.779683377308707,1.1868596793993584,1.0789352500703724
4.799472295514512,1.1595581144645724,1.07012273922644
4.819261213720317,1.1321077703931974,1.0607040550699556
4.839050131926122,1.104605832658778,1.0507062908490026
4.858839050131927,1.0771459067925118,1.0401579234768192
4.878627968337732,1.0498175399574359,1.0290886786720346
4.8984168865435365,1.022705795911494,1.0175293917819288
4.91820580474934,0.9958908853569663,1.0055118651978732
4.937994722955145,0.9694478529449797,0.9930687232818551
4.95778364116095,0.9434463214899793,0.9802332657251753
4.977572559366755,0.9179502932600077,0.9670393202550805
4.99736147757256,0.8930180075536898,0.9535210955925408
5.017150395778365,0.8687018531619484,0.9397130355447381
5.036939313984169,0.8450483337488024,0.9256496750894988
5.056728232189974,0.8220980836769891,0.9113654992762161
5.076517150395778,0.7998859313552863,0.8968948057292258
5.096306068601583,0.7784410067986589,0.8822715714955637
5.116094986807388,0.7577868897720458,0.8675293249301417
5.135883905013193,0.7379417946346094,0.8527010232581167
5.155672823218998,0.718918787813539,0.8378189363972453
5.175461741424803,0.700726033713768,0.8229145375628961
5.195250659630608,0.6833670648100134,0.8080184011157836
5.215039577836412,0.6668410716672948,0.7931601080480097
5.2348284960422165,0.6511432086916012,0.7783681594372971
5.254617414248021,0.6362649115191791,0.7636698981330201
5.274406332453826,0.6221942221058352,0.7490914388713431
5.294195250659631,0.6089161177713223,0.7346576069511421
5.313984168865436,0.5964128406824388,0.7203918855379108
5.333773087071241,0.5846642245160846,0.706316371600107
5.353562005277045,0.5736480153241952,0.6924517404218921
5.37335092348285,0.5633401839203539,0.6788172185783826
5.3931398416886545,0.5537152274172645,0.665430565204838
5.412928759894459,0.5447464578596872,0.6523080613399552
5.432717678100264,0.5364062762138305,0.63946450707603
5.452506596306069,0.5286664302868117,0.6269132262053818
5.472295514511874,0.5214982554544243,0.6146660780133744
5.492084432717679,0.5148728973683045,0.6027334758337701
5.511873350923484,0.508761516091442,0.5911244119521281
5.531662269129288,0.5031354713710959,0.5798464884175772
5.5514511873350925,0.4979664889983915,0.5689059533025729
5.571240105540897,0.49322680842250183,0.5583077419341591
5.591029023746702,0.4888893119831997,0.5480555226087046
5.610817941952507,0.48492763629803254,0.5381517462949967
5.630606860158312,0.4813162664891502,0.5285976998277415
5.650395778364117,0.4780306140600919,0.5193935620947957
5.670184696569921,0.4750470793351227,0.5105384627265982
5.689973614775726,0.4723430994538493,0.5020305428050271
5.7097625329815305,0.46989718297294963,0.49386701712103986
5.729551451187335,0.46768893216625146,0.4860442375256161
5.74934036939314,0.46569905413560986,0.47855775693648384
5.769129287598945,0.4639093618496996,0.4714023935834827
5.78891820580475,0.4623027662176805,0.4645722950979382
5.808707124010555,0.4608632602815023,0.45806100207573236
5.82849604221636,0.45957589657616643,0.45186151076955167
5.848284960422164,0.45842675866333116,0.44596633459275015
5.8680738786279685,0.4574029277919501,0.4403675641450753
5.887862796833773,0.4564924455818144,0.4350569254988709
5.907651715039578,0.45568427356347596,0.4300258365129941
5.927440633245383,0.45496825034250293,0.42526546097031964
5.947229551451188,0.454335047088673,0.4207667603630705
5.967018469656993,0.4537761219827333,0.4165205431780935
5.986807387862797,0.4532836741857924,0.4125175115613763
6.006596306068602,0.45237290737045743,0.40837100745849825
6.0263852242744065,0.45056429737904363,0.40370950986084575
6.046174142480211,0.44880931833379034,0.3992843732766484
6.065963060686016,0.44710226645389994,0.39508450816338986
6.085751978891821,0.44543801892134327,0.39109902142082387
6.105540897097626,0.44381198537371314,0.3873172438308294
6.125329815303431,0.4422200619780492,0.3837287542734744
6.145118733509236,0.44065858815715375,0.38032340082894606
6.16490765171504,0.4391243060006152,0.37709131888768954
6.1846965699208445,0.4376143223586163,0.374022946401827
6.204485488126649,0.43612607358738736,0.37110903641975884
6.224274406332454,0.43465729289055716,0.36834066705285723
6.244063324538259,0.4332059801803533,0.3657092490284375
6.263852242744064,0.43177037436624527,0.36320653098682926
6.283641160949869,0.4303489279658639,0.36082460268247024
6.303430079155673,0.4289402839235082,0.35855589624962414
6.323218997361478,0.4275432545149091,0.3563931856926939
6.3430079155672825,0.4261568022128104,0.35432958475928383
6.362796833773087,0.42478002238602464,0.35235854335126876
6.382585751978892,0.4234121277046013,0.3504738426252892
6.402374670184697,0.42205243412531596,0.348669588929415
6.422163588390502,0.42070034833457887,0.34694020671732506
6.441952506596307,0.41935535652981376,0.3452804305753503
6.461741424802112,0.41801701442515105,0.3436852964912329
6.481530343007916,0.4166849383727071,0.3421501324865586
6.5013192612137205,0.4153587974966035,0.3406705487276291
6.521108179419525,0.4140383067430627,0.3392424272221452
6.54089709762533,0.4127232207562567,0.3378619112015483
6.560686015831135,0.4114133284959753,0.3365253942812995
6.58047493403694,0.41010844851951866,0.3352295094838368
6.600263852242745,0.4088084248564274,0.3339711182014914
6.620052770448549,0.40751312341067625,0.3327472991693371
6.639841688654354,0.40622242883072984,0.33155533751082394
6.6596306068601585,0.4049362417933477,0.3303927139121694
6.679419525065963,0.4036544766522068,0.3292570939748641
6.699208443271768,0.40237705940727,0.3281463177893414
6.718997361477573,0.4011039259553508,0.3270583897668718
6.738786279683378,0.3998350205865136,0.32599146876109836
