branch,areal_capacity_mAh_cm2,cell_voltage_V
plating,0.0,-0.14500000000000002
plating,0.004016064257028112,-0.11368087293013056
plating,0.008032128514056224,-0.0912606211205471
plating,0.012048192771084336,-0.07520816186745935
plating,0.01606425702811245,-0.06371232138433279
plating,0.020080321285140562,-0.05547707308139315
plating,0.024096385542168672,-0.04957501566016223
plating,0.028112449799196783,-0.04534252603203587
plating,0.0321285140562249,-0.04230473360490773
plating,0.03614457831325301,-0.040121833927848155
plating,0.040160642570281124,-0.03855067219870468
plating,0.04417670682730923,-0.03741725346935923
plating,0.048192771084337345,-0.03659707169797091
plating,0.05220883534136546,-0.036001033754983085
plating,0.056224899598393566,-0.03556538702552792
plating,0.06024096385542168,-0.03524451187627667
plating,0.0642570281124498,-0.03500576414119217
plating,0.0682730923694779,-0.034825784544925076
plating,0.07228915662650602,-0.03468785782679987
plating,0.07630522088353413,-0.03458002300192842
plating,0.08032128514056225,-0.034493721115576435
plating,0.08433734939759036,-0.034422827613049746
plating,0.08835341365461846,-0.034362959929962064
plating,0.09236947791164658,-0.034310982022705536
plating,0.09638554216867469,-0.03426464982396166
plating,0.1004016064257028,-0.034222357540329686
plating,0.10441767068273092,-0.03418295610982534
plating,0.10843373493975902,-0.03414562329501561
plating,0.11244979919678713,-0.03410977072520732
plating,0.11646586345381525,-0.034074977378371195
plating,0.12048192771084336,-0.03404094198261994
plating,0.12449799196787148,-0.03400744895600358
plating,0.1285140562248996,-0.03397434403395539
plating,0.1325301204819277,-0.033941516828956596
plating,0.1365461847389558,-0.03390888835070791
plating,0.14056224899598393,-0.03387640207590438
plating,0.14457831325301204,-0.033844017558009795
plating,0.14859437751004015,-0.033811705854585414
plating,0.15261044176706826,-0.033779446255210996
plating,0.15662650602409636,-0.0337472239400744
plating,0.1606425702811245,-0.033715028304522054
plating,0.1646586345381526,-0.0336828517601529
plating,0.1686746987951807,-0.03365068887691404
plating,0.17269076305220882,-0.0336185357692076
plating,0.17670682730923692,-0.033586389656605695
plating,0.18072289156626503,-0.03355424854950992
plating,0.18473895582329317,-0.033522111024217864
plating,0.18875502008032127,-0.03348997606196692
plating,0.19277108433734938,-0.03345784293375834
plating,0.1967871485943775,-0.03342571111794047
plating,0.2008032128514056,-0.03339358024123361
plating,0.20481927710843373,-0.033361450036528996
plating,0.20883534136546184,-0.03332932031269087
plating,0.21285140562248994,-0.0332971909329477
plating,0.21686746987951805,-0.033265061799429486
plating,0.22088353413654616,-0.03323293284210315
plating,0.22489959839357426,-0.03320080401085493
plating,0.2289156626506024,-0.03316867526982475
plating,0.2329317269076305,-0.03313654659335215
plating,0.2369477911646586,-0.03310441796307519
plating,0.24096385542168672,-0.03307228936585458
plating,0.24497991967871482,-0.03304016079228819
plating,0.24899598393574296,-0.03300803223564811
plating,0.25301204819277107,-0.03297590369112004
plating,0.2570281124497992,-0.032943775155258995
plating,0.2610441767068273,-0.03291164662559983
plating,0.2650602409638554,-0.03287951810037857
plating,0.2690763052208835,-0.032847389578332956
plating,0.2730923694779116,-0.03281526105855973
plating,0.2771084337349397,-0.03278313254041259
plating,0.28112449799196787,-0.03275100402342901
plating,0.285140562248996,-0.03271887550727805
plating,0.2891566265060241,-0.03268674699172289
plating,0.2931726907630522,-0.032654618476594066
plating,0.2971887550200803,-0.032622489961770314
plating,0.3012048192771084,-0.03259036144716488
plating,0.3052208835341365,-0.03255823293271565
plating,0.3092369477911646,-0.03252610441837819
plating,0.3132530120481927,-0.03249397590412074
plating,0.31726907630522083,-0.032461847389920515
plating,0.321285140562249,-0.03242971887576125
plating,0.3253012048192771,-0.03239759036163129
plating,0.3293172690763052,-0.0323654618475223
plating,0.3333333333333333,-0.032333333333428325
plating,0.3373493975903614,-0.03230120481934508
plating,0.34136546184738953,-0.03226907630526952
plating,0.34538152610441764,-0.03223694779119947
plating,0.34939759036144574,-0.03220481927713334
plating,0.35341365461847385,-0.032172690763070035
plating,0.35742971887550196,-0.03214056224900874
plating,0.36144578313253006,-0.032108433734948885
plating,0.3654618473895582,-0.03207630522089007
plating,0.36947791164658633,-0.03204417670683198
plating,0.37349397590361444,-0.03201204819277443
plating,0.37751004016064255,-0.03197991967871726
plating,0.38152610441767065,-0.03194779116466035
plating,0.38554216867469876,-0.03191566265060364
plating,0.38955823293172687,-0.03188353413654706
plating,0.393574297188755,-0.031851405622490586
plating,0.3975903614457831,-0.03181927710843419
plating,0.4016064257028112,-0.03178714859437783
plating,0.4056224899598393,-0.031755020080321515
plating,0.40963855421686746,-0.03172289156626523
plating,0.41365461847389556,-0.031690763052208956
plating,0.41767068273092367,-0.031658634538152694
plating,0.4216867469879518,-0.03162650602409645
plating,0.4257028112449799,-0.031594377510040204
plating,0.429718875502008,-0.03156224899598397
plating,0.4337349397590361,-0.031530120481927736
plating,0.4377510040160642,-0.0314979919678715
plating,0.4417670682730923,-0.03146586345381528
plating,0.4457831325301204,-0.031433734939759046
plating,0.4497991967871485,-0.03140160642570282
plating,0.4538152610441767,-0.0313694779116466
plating,0.4578313253012048,-0.031337349397590364
plating,0.4618473895582329,-0.03130522088353414
plating,0.465863453815261,-0.031273092369477916
plating,0.4698795180722891,-0.03124096385542169
plating,0.4738955823293172,-0.031208835341365464
plating,0.47791164658634533,-0.03117670682730924
plating,0.48192771084337344,-0.031144578313253016
plating,0.48594377510040154,-0.031112449799196792
plating,0.48995983935742965,-0.031080321285140565
plating,0.4939759036144578,-0.03104819277108434
plating,0.4979919678714859,-0.031016064257028117
plating,0.502008032128514,-0.03098393574297189
plating,0.5060240963855421,-0.030951807228915666
plating,0.5100401606425702,-0.03091967871485944
plating,0.5140562248995983,-0.030887550200803218
plating,0.5180722891566265,-0.03085542168674699
plating,0.5220883534136546,-0.030823293172690766
plating,0.5261044176706827,-0.030791164658634542
plating,0.5301204819277108,-0.030759036144578318
plating,0.5341365461847389,-0.03072690763052209
plating,0.538152610441767,-0.030694779116465867
plating,0.5421686746987951,-0.030662650602409643
plating,0.5461847389558232,-0.03063052208835342
plating,0.5502008032128514,-0.03059839357429719
plating,0.5542168674698794,-0.030566265060240967
plating,0.5582329317269076,-0.030534136546184743
plating,0.5622489959839357,-0.03050200803212852
plating,0.5662650602409638,-0.03046987951807229
plating,0.570281124497992,-0.030437751004016068
plating,0.57429718875502,-0.030405622489959844
plating,0.5783132530120482,-0.030373493975903616
plating,0.5823293172690762,-0.030341365461847392
plating,0.5863453815261044,-0.03030923694779117
plating,0.5903614457831324,-0.030277108433734944
plating,0.5943775100401606,-0.03024497991967872
plating,0.5983935742971886,-0.030212851405622493
plating,0.6024096385542168,-0.03018072289156627
plating,0.606425702811245,-0.030148594377510045
plating,0.610441767068273,-0.030116465863453817
plating,0.6144578313253012,-0.030084337349397593
plating,0.6184738955823292,-0.03005220883534137
plating,0.6224899598393574,-0.030020080321285142
plating,0.6265060240963854,-0.02998795180722892
plating,0.6305220883534136,-0.029955823293172694
plating,0.6345381526104417,-0.02992369477911647
plating,0.6385542168674698,-0.029891566265060246
plating,0.642570281124498,-0.02985943775100402
plating,0.646586345381526,-0.029827309236947794
plating,0.6506024096385542,-0.02979518072289157
plating,0.6546184738955823,-0.029763052208835343
plating,0.6586345381526104,-0.02973092369477912
plating,0.6626506024096385,-0.029698795180722895
plating,0.6666666666666666,-0.02966666666666667
plating,0.6706827309236947,-0.029634538152610447
plating,0.6746987951807228,-0.02960240963855422
plating,0.6787148594377509,-0.029570281124497996
plating,0.6827309236947791,-0.02953815261044177
plating,0.6867469879518072,-0.029506024096385544
plating,0.6907630522088353,-0.02947389558232932
plating,0.6947791164658634,-0.029441767068273096
plating,0.6987951807228915,-0.029409638554216872
plating,0.7028112449799196,-0.029377510040160648
plating,0.7068273092369477,-0.02934538152610442
plating,0.7108433734939759,-0.029313253012048197
plating,0.7148594377510039,-0.029281124497991973
plating,0.7188755020080321,-0.029248995983935745
plating,0.7228915662650601,-0.02921686746987952
plating,0.7269076305220883,-0.029184738955823297
plating,0.7309236947791165,-0.02915261044176707
plating,0.7349397590361445,-0.02912048192771085
plating,0.7389558232931727,-0.029088353413654622
plating,0.7429718875502007,-0.029056224899598398
plating,0.7469879518072289,-0.029024096385542174
plating,0.7510040160642569,-0.028991967871485946
plating,0.7550200803212851,-0.028959839357429722
plating,0.7590361445783131,-0.0289277108433735
plating,0.7630522088353413,-0.02889558232931727
plating,0.7670682730923694,-0.02886345381526105
plating,0.7710843373493975,-0.028831325301204823
plating,0.7751004016064257,-0.0287991967871486
plating,0.7791164658634537,-0.028767068273092375
plating,0.7831325301204819,-0.028734939759036147
plating,0.78714859437751,-0.028702811244979923
plating,0.7911646586345381,-0.0286706827309237
plating,0.7951807228915662,-0.028638554216867472
plating,0.7991967871485943,-0.028606425702811248
plating,0.8032128514056224,-0.028574297188755024
plating,0.8072289156626505,-0.0285421686746988
plating,0.8112449799196786,-0.028510040160642576
plating,0.8152610441767068,-0.02847791164658635
plating,0.8192771084337349,-0.028445783132530125
plating,0.823293172690763,-0.0284136546184739
plating,0.8273092369477911,-0.028381526104417673
plating,0.8313253012048192,-0.02834939759036145
plating,0.8353413654618473,-0.028317269076305225
plating,0.8393574297188754,-0.028285140562249
plating,0.8433734939759036,-0.028253012048192774
plating,0.8473895582329316,-0.02822088353413655
plating,0.8514056224899598,-0.028188755020080326
plating,0.8554216867469878,-0.0281566265060241
plating,0.859437751004016,-0.028124497991967874
plating,0.8634538152610441,-0.02809236947791165
plating,0.8674698795180722,-0.028060240963855426
plating,0.8714859437751004,-0.0280281124497992
plating,0.8755020080321284,-0.027995983935742975
plating,0.8795180722891566,-0.02796385542168675
plating,0.8835341365461846,-0.027931726907630527
plating,0.8875502008032128,-0.027899598393574303
plating,0.8915662650602408,-0.027867469879518075
plating,0.895582329317269,-0.02783534136546185
plating,0.899598393574297,-0.027803212851405627
plating,0.9036144578313252,-0.0277710843373494
plating,0.9076305220883534,-0.027738955823293176
plating,0.9116465863453814,-0.027706827309236952
plating,0.9156626506024096,-0.027674698795180724
plating,0.9196787148594376,-0.027642570281124504
plating,0.9236947791164658,-0.027610441767068276
plating,0.9277108433734939,-0.027578313253012052
plating,0.931726907630522,-0.02754618473895583
plating,0.9357429718875501,-0.0275140562248996
plating,0.9397590361445782,-0.027481927710843377
plating,0.9437751004016064,-0.027449799196787153
plating,0.9477911646586344,-0.027417670682730926
plating,0.9518072289156626,-0.0273855421686747
plating,0.9558232931726907,-0.027353413654618478
plating,0.9598393574297188,-0.027321285140562254
plating,0.9638554216867469,-0.02728915662650603
plating,0.967871485943775,-0.027257028112449802
plating,0.9718875502008031,-0.027224899598393578
plating,0.9759036144578312,-0.027192771084337354
plating,0.9799196787148593,-0.027160642570281127
plating,0.9839357429718875,-0.027128514056224903
plating,0.9879518072289156,-0.02709638554216868
plating,0.9919678714859437,-0.027064257028112455
plating,0.9959839357429718,-0.02703212851405623
plating,1.0,-0.027000000000000003
stripping,0.0,0.03
stripping,0.0040040160642570285,0.030036036144578313
stripping,0.008008032128514057,0.030072072289156624
stripping,0.012012048192771085,0.03010810843373494
stripping,0.016016064257028114,0.030144144578313253
stripping,0.020020080321285143,0.030180180722891563
stripping,0.02402409638554217,0.030216216867469878
stripping,0.0280281124497992,0.030252253012048192
stripping,0.03203212851405623,0.030288289156626506
stripping,0.03603614457831326,0.030324325301204817
stripping,0.04004016064257029,0.03036036144578313
stripping,0.044044176706827316,0.030396397590361446
stripping,0.04804819277108434,0.030432433734939757
stripping,0.05205220883534137,0.03046846987951807
stripping,0.0560562248995984,0.030504506024096385
stripping,0.06006024096385543,0.030540542168674696
stripping,0.06406425702811246,0.03057657831325301
stripping,0.06806827309236949,0.030612614457831325
stripping,0.07207228915662652,0.03064865060240964
stripping,0.07607630522088354,0.03068468674698795
stripping,0.08008032128514057,0.030720722891566264
stripping,0.0840843373493976,0.03075675903614458
stripping,0.08808835341365463,0.03079279518072289
stripping,0.09209236947791166,0.030828831325301204
stripping,0.09609638554216868,0.030864867469879518
stripping,0.1001004016064257,0.03090090361445783
stripping,0.10410441767068274,0.030936939759036143
stripping,0.10810843373493977,0.030972975903614457
stripping,0.1121124497991968,0.03100901204819277
stripping,0.11611646586345382,0.031045048192771083
stripping,0.12012048192771085,0.031081084337349397
stripping,0.12412449799196788,0.03111712048192771
stripping,0.1281285140562249,0.031153156626506022
stripping,0.13213253012048193,0.031189192771084336
stripping,0.13613654618473897,0.03122522891566265
stripping,0.140140562248996,0.03126126506024096
stripping,0.14414457831325303,0.03129730120481928
stripping,0.14814859437751005,0.03133333734939759
stripping,0.1521526104417671,0.0313693734939759
stripping,0.1561566265060241,0.03140540963855422
stripping,0.16016064257028115,0.03144144578313253
stripping,0.16416465863453816,0.03147748192771084
stripping,0.1681686746987952,0.03151351807228916
stripping,0.17217269076305222,0.03154955421686747
stripping,0.17617670682730927,0.03158559036144578
stripping,0.18018072289156628,0.0316216265060241
stripping,0.18418473895582332,0.03165766265060241
stripping,0.18818875502008034,0.03169369879518072
stripping,0.19219277108433735,0.03172973493975904
stripping,0.1961967871485944,0.03176577108433735
stripping,0.2002008032128514,0.03180180722891566
stripping,0.20420481927710846,0.031837843373493976
stripping,0.20820883534136547,0.03187387951807229
stripping,0.21221285140562252,0.0319099156626506
stripping,0.21621686746987953,0.031945951807228916
stripping,0.22022088353413657,0.03198198795180723
stripping,0.2242248995983936,0.032018024096385544
stripping,0.22822891566265063,0.032054060240963855
stripping,0.23223293172690765,0.032090096385542166
stripping,0.2362369477911647,0.032126132530120484
stripping,0.2402409638554217,0.032162168674698795
stripping,0.24424497991967875,0.032198204819277106
stripping,0.24824899598393577,0.03223424096385542
stripping,0.2522530120481928,0.032270277108433734
stripping,0.2562570281124498,0.03230631325301205
stripping,0.26026104417670687,0.03234234939759037
stripping,0.26426506024096386,0.03237838554216868
stripping,0.2682690763052209,0.032414421686747
stripping,0.27227309236947794,0.03245045783132532
stripping,0.276277108433735,0.03248649397590365
stripping,0.280281124497992,0.03252253012048197
stripping,0.284285140562249,0.03255856626506031
stripping,0.28828915662650606,0.03259460240963866
stripping,0.2922931726907631,0.032630638554217016
stripping,0.2962971887550201,0.03266667469879541
stripping,0.30030120481927713,0.032702710843373825
stripping,0.3043052208835342,0.03273874698795228
stripping,0.3083092369477912,0.032774783132530814
stripping,0.3123132530120482,0.03281081927710943
stripping,0.31631726907630525,0.03284685542168817
stripping,0.3203212851405623,0.032882891566267086
stripping,0.3243253012048193,0.032918927710846244
stripping,0.3283293172690763,0.032954963855425734
stripping,0.33233333333333337,0.03299100000000568
stripping,0.3363373493975904,0.033027036144586255
stripping,0.3403413654618474,0.033063072289167696
stripping,0.34434538152610444,0.033099108433750295
stripping,0.3483493975903615,0.033135144578334476
stripping,0.35235341365461853,0.0331711807229208
stripping,0.3563574297188755,0.03320721686750999
stripping,0.36036144578313256,0.033243253012103034
stripping,0.3643654618473896,0.03327928915670124
stripping,0.36836947791164665,0.033315325301306306
stripping,0.37237349397590364,0.0333513614459205
stripping,0.3763775100401607,0.03338739759054678
stripping,0.3803815261044177,0.033423433735189
stripping,0.3843855421686747,0.03345946987985223
stripping,0.38838955823293175,0.033495506024543036
stripping,0.3923935742971888,0.033531542169269936
stripping,0.39639759036144584,0.03356757831404395
stripping,0.4004016064257028,0.03360361445887933
stripping,0.40440562248995987,0.03363965060379435
stripping,0.4084096385542169,0.03367568674881255
stripping,0.41241365461847396,0.03371172289396401
stripping,0.41641767068273094,0.03374775903928722
stripping,0.420421686746988,0.03378379518483119
stripping,0.42442570281124503,0.03381983133065826
stripping,0.4284297188755021,0.033855867476847504
stripping,0.43243373493975906,0.033891903623499045
stripping,0.4364377510040161,0.03392793977073932
stripping,0.44044176706827315,0.03396397591872767
stripping,0.4444457831325302,0.03400001206766452
stripping,0.4484497991967872,0.034036048217801394
stripping,0.4524538152610442,0.03407208436945331
stripping,0.45645783132530127,0.034108120523014054
stripping,0.46046184738955825,0.03414415667897483
stripping,0.4644658634538153,0.03418019283794725
stripping,0.46846987951807234,0.03421622900069139
stripping,0.4724738955823294,0.034252265168150005
stripping,0.47647791164658637,0.034288301341490336
stripping,0.4804819277108434,0.034324337522154934
stripping,0.48448594377510046,0.03436037371192346
stripping,0.4884899598393575,0.03439640991298756
stripping,0.4924939759036145,0.03443244612804171
stripping,0.49649799196787153,0.03446848236039283
stripping,0.5005020080321285,0.0345045186140929
stripping,0.5045060240963856,0.034540554894098574
stripping,0.5085100401606426,0.03457659120646351
stripping,0.5125140562248997,0.034612627558569364
stripping,0.5165180722891567,0.03464866395940312
stripping,0.5205220883534137,0.03468470041988939
stripping,0.5245261044176708,0.034720736953288145
stripping,0.5285301204819277,0.034756773575669926
stripping,0.5325341365461848,0.03479281030648312
stripping,0.5365381526104418,0.03482884716922988
stripping,0.5405421686746988,0.03486488419227079
stripping,0.5445461847389559,0.034900921409781224
stripping,0.5485502008032129,0.034936958862886794
stripping,0.55255421686747,0.034972996601009484
stripping,0.556558232931727,0.03500903468346178
stripping,0.560562248995984,0.03504507318133202
stripping,0.564566265060241,0.03508111217971143
stripping,0.568570281124498,0.035117151780321834
stripping,0.5725742971887551,0.03515319210461215
stripping,0.5765783132530121,0.03518923329740344
stripping,0.5805823293172692,0.03522527553117432
stripping,0.5845863453815262,0.03526131901109398
stripping,0.5885903614457831,0.03529736398092636
stripping,0.5925943775100402,0.03533341072994874
stripping,0.5965983935742972,0.03536945960105026
stripping,0.6006024096385543,0.03540551100020142
stripping,0.6046064257028113,0.03544156540751504
stripping,0.6086104417670684,0.03547762339015251
stripping,0.6126144578313254,0.035513685617368035
stripping,0.6166184738955824,0.03554975287802689
stripping,0.6206224899598394,0.03558582610098436
stripping,0.6246265060240964,0.03562190637876913
stripping,0.6286305220883535,0.0356579949950799
stripping,0.6326345381526105,0.0356940934566787
stripping,0.6366385542168675,0.03573020353034872
stripping,0.6406425702811246,0.03576632728568066
stripping,0.6446465863453816,0.035802467144561034
stripping,0.6486506024096386,0.03583862593835989
stripping,0.6526546184738956,0.03587480697395608
stripping,0.6566586345381527,0.03591101410989786
stripping,0.6606626506024097,0.03594725184417745
stripping,0.6646666666666667,0.03598352541530237
stripping,0.6686706827309238,0.03601984091857814
stripping,0.6726746987951808,0.036056205439777826
stripping,0.6766787148594379,0.03609262720866958
stripping,0.6806827309236948,0.03612911577520602
stripping,0.6846867469879518,0.036165682211555084
stripping,0.6886907630522089,0.03620233934357491
stripping,0.6926947791164659,0.03623910201581218
stripping,0.696698795180723,0.03627598739463897
stripping,0.70070281124498,0.03631301531474636
stripping,0.7047068273092371,0.03635020867489022
stripping,0.708710843373494,0.036387593889545225
stripping,0.712714859437751,0.036425201403976384
stripping,0.7167188755020081,0.036463066281194896
stripping,0.7207228915662651,0.03650122887033708
stripping,0.7247269076305222,0.036539735567206716
stripping,0.7287309236947792,0.0365786396790654
stripping,0.7327349397590363,0.03661800240725886
stripping,0.7367389558232933,0.036657893962948655
stripping,0.7407429718875502,0.036698394833095706
stripping,0.7447469879518073,0.03673959721593895
stripping,0.7487510040160643,0.03678160664755121
stripping,0.7527550200803214,0.03682454384366284
stripping,0.7567590361445784,0.036868546783850376
stripping,0.7607630522088354,0.0369137730684252
stripping,0.7647670682730925,0.03696040258196106
stripping,0.7687710843373494,0.03700864050140889
stripping,0.7727751004016065,0.03705872069120553
stripping,0.7767791164658635,0.03711090953273702
stripping,0.7807831325301205,0.037165510241019606
stripping,0.7847871485943776,0.03722286772756968
stripping,0.7887911646586346,0.037283374075209964
stripping,0.7927951807228917,0.037347474698073584
stripping,0.7967991967871487,0.03741567526839515
stripping,0.8008032128514057,0.03748854950090201
stripping,0.8048072289156627,0.03756674789583133
stripping,0.8088112449799197,0.03765100755289857
stripping,0.8128152610441768,0.03774216318104073
stripping,0.8168192771084338,0.037841159442572644
stripping,0.8208232931726909,0.037949064785658466
stripping,0.8248273092369479,0.03806708693585626
stripping,0.828831325301205,0.03819659023609899
stripping,0.8328353413654619,0.03833911504500072
stripping,0.8368393574297189,0.03849639942601149
stripping,0.840843373493976,0.038670403384890834
stripping,0.844847389558233,0.03886333594045348
stripping,0.8488514056224901,0.03907768534380377
stripping,0.8528554216867471,0.039316252794584776
stripping,0.8568594377510041,0.03958219003941224
stripping,0.8608634538152611,0.03987904127795993
stripping,0.8648674698795181,0.04021078984645424
stripping,0.8688714859437752,0.040581910196996626
stripping,0.8728755020080322,0.04099742574457144
stripping,0.8768795180722893,0.04146297321225575
stripping,0.8808835341365463,0.041984874169510016
stripping,0.8848875502008033,0.04257021452901802
stripping,0.8888915662650604,0.04322693284493119
stripping,0.8928955823293173,0.04396391834017411
stripping,0.8968995983935744,0.04479111968335811
stripping,0.9009036144578314,0.04571966563755624
stripping,0.9049076305220884,0.046761998814508036
stripping,0.9089116465863455,0.04793202388960377
stripping,0.9129156626506025,0.04924527176617609
stripping,0.9169196787148596,0.05071908132321186
stripping,0.9209236947791165,0.0523728005396797
stripping,0.9249277108433736,0.054228008962432975
stripping,0.9289317269076306,0.05630876367437741
stripping,0.9329357429718876,0.05864187112667179
stripping,0.9369397590361447,0.06125718742465862
stripping,0.9409437751004017,0.06418794990362814
stripping,0.9449477911646588,0.06747114309915068
stripping,0.9489518072289158,0.07114790250946995
stripping,0.9529558232931727,0.07526395986638482
